age_range,outcome,involved_person,self_defined_ethnicity,gender,legislation,outcome_linked_to_object_of_search,datetime,removal_of_more_than_outer_clothing,operation,officer_defined_ethnicity,type,operation_name,object_of_search,outcome_object_id,outcome_object_name,latitude,longitude,street_id,street_name,lng,lat
10-17,A no further action disposal,TRUE,Asian/Asian British - Pakistani,NA,Misuse of Drugs Act 1971 (section 23),NA,2019-01-14T18:05:00+00:00,FALSE,FALSE,Asian,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.612414,-2.141984,749633,On or near St John'S Drive,-2.141984,53.612414
10-17,A no further action disposal,TRUE,Asian/Asian British - Bangladeshi,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-01-14T18:05:00+00:00,FALSE,FALSE,Asian,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.612414,-2.141984,749633,On or near St John'S Drive,-2.141984,53.612414
18-24,Arrest,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-01-14T18:22:00+00:00,FALSE,FALSE,Black,Person search,NA,Controlled drugs,bu-arrest,Arrest,53.482293,-2.236482,726007,On or near Nightclub,-2.236482,53.482293
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-01-14T21:49:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.482641,-2.246399,726114,On or near Nightclub,-2.246399,53.482641
18-24,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-01-14T21:49:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.482641,-2.246399,726114,On or near Nightclub,-2.246399,53.482641
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-01-14T23:20:00+00:00,FALSE,FALSE,White,Person search,NA,Stolen goods,bu-no-further-action,A no further action disposal,53.540585,-2.183662,736281,On or near Davidson Drive,-2.183662,53.540585
10-17,Arrest,TRUE,Asian/Asian British - Any other Asian background,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2019-01-15T00:17:00+00:00,FALSE,FALSE,Asian,Person search,NA,Article for use in theft,bu-arrest,Arrest,53.413031,-2.287820,716143,On or near Feldom Road,-2.28782,53.413031
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-01-15T20:54:00+00:00,FALSE,FALSE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.493823,-2.223568,729052,On or near Talgarth Road,-2.223568,53.493823
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-01-16T15:45:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.525196,-2.178557,734713,On or near Nina Drive,-2.178557,53.525196
10-17,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NA,Police and Criminal Evidence Act 1984 (section 1),FALSE,2019-01-18T14:45:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-arrest,Arrest,53.584405,-2.431094,746565,On or near Haydock Street,-2.431094,53.584405
18-24,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-01-18T23:47:00+00:00,FALSE,FALSE,Asian,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.467326,-2.227843,723588,On or near Glenbarry Close,-2.227843,53.467326
18-24,Caution (simple or conditional),TRUE,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2019-01-18T23:51:00+00:00,FALSE,FALSE,Asian,Person and Vehicle search,NA,Controlled drugs,bu-caution,Caution (simple or conditional),53.467326,-2.227843,723588,On or near Glenbarry Close,-2.227843,53.467326
18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-01-19T00:02:00+00:00,FALSE,FALSE,Asian,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.620436,-2.166366,749770,On or near Peel Street,-2.166366,53.620436
18-24,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-01-19T00:15:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.445461,-2.165123,720066,On or near Longford Road West,-2.165123,53.445461
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-01-19T00:15:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.445461,-2.165123,720066,On or near Longford Road West,-2.165123,53.445461
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-01-19T05:00:00+00:00,FALSE,FALSE,White,Person search,NA,Stolen goods,bu-no-further-action,A no further action disposal,53.536983,-2.272109,736617,On or near Holyrood Drive,-2.272109,53.536983
18-24,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-01-19T05:00:00+00:00,FALSE,FALSE,White,Person search,NA,Stolen goods,bu-no-further-action,A no further action disposal,53.536983,-2.272109,736617,On or near Holyrood Drive,-2.272109,53.536983
18-24,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-01-20T18:50:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.417384,-2.162788,716825,On or near Old Road,-2.162788,53.417384
18-24,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-01-20T18:50:00+00:00,FALSE,FALSE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.417384,-2.162788,716825,On or near Old Road,-2.162788,53.417384
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-01-20T20:55:00+00:00,FALSE,FALSE,White,Person search,NA,Stolen goods,bu-no-further-action,A no further action disposal,53.469275,-2.254893,723390,On or near Colin Murphy Road,-2.254893,53.469275
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-01-21T09:20:00+00:00,FALSE,FALSE,Asian,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.475524,-2.245258,723333,On or near Park/Open Space,-2.245258,53.475524
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-01-21T15:45:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.387932,-2.249129,713192,On or near Hollyhedge Road,-2.249129,53.387932
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-01-21T15:45:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.387932,-2.249129,713192,On or near Hollyhedge Road,-2.249129,53.387932
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-01-22T16:19:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.492705,-2.099184,729660,On or near Pole Street,-2.099184,53.492705
10-17,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-01-22T16:19:00+00:00,FALSE,FALSE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.492705,-2.099184,729660,On or near Pole Street,-2.099184,53.492705
18-24,Arrest,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-01-23T18:50:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-arrest,Arrest,53.481250,-2.236341,725945,On or near Piccadilly,-2.236341,53.48125
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-01-23T18:53:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.556258,-2.092706,741165,On or near Chesterton Road,-2.092706,53.556258
10-17,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-01-23T19:00:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.555216,-2.092160,740645,On or near Whetstone Hill Close,-2.09216,53.555216
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Female,Police and Criminal Evidence Act 1984 (section 1),NA,2019-01-25T22:03:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.385500,-2.255881,713061,On or near Brownley Road,-2.255881,53.3855
18-24,Khat or Cannabis warning,TRUE,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-01-25T23:10:00+00:00,FALSE,TRUE,Asian,Person search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.546711,-2.095372,740814,On or near Bower Street,-2.095372,53.546711
10-17,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Black African,Female,Police and Criminal Evidence Act 1984 (section 1),NA,2019-01-25T23:35:00+00:00,FALSE,FALSE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.499525,-2.079331,729632,On or near Carr Street,-2.079331,53.499525
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-01-26T00:15:00+00:00,FALSE,TRUE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.485065,-2.243249,726012,On or near Shopping Area,-2.243249,53.485065
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-01-26T03:31:00+00:00,FALSE,TRUE,Black,Person search,NA,Stolen goods,bu-no-further-action,A no further action disposal,53.478728,-2.252072,726050,On or near Quay Street,-2.252072,53.478728
18-24,Khat or Cannabis warning,TRUE,Asian/Asian British - Any other Asian background,NA,Misuse of Drugs Act 1971 (section 23),TRUE,2019-01-26T06:00:00+00:00,FALSE,FALSE,Other,Person search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.458098,-2.210956,721792,On or near Kedleston Avenue,-2.210956,53.458098
10-17,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2019-01-26T12:53:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-arrest,Arrest,53.545894,-2.630621,738666,On or near Wiend,-2.630621,53.545894
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-01-26T14:51:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.412255,-2.207013,716515,On or near St John'S Road,-2.207013,53.412255
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-01-26T14:51:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.412255,-2.207013,716515,On or near St John'S Road,-2.207013,53.412255
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-01-26T14:52:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.412255,-2.207013,716515,On or near St John'S Road,-2.207013,53.412255
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NA,Police and Criminal Evidence Act 1984 (section 1),NA,2019-01-26T14:54:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.412255,-2.207013,716515,On or near St John'S Road,-2.207013,53.412255
10-17,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2019-01-26T15:30:00+00:00,FALSE,FALSE,White,Person search,NA,Stolen goods,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.593931,-2.299444,745832,On or near Parking Area,-2.299444,53.593931
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-01-26T15:58:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.415495,-2.209586,716516,On or near Rosgill Close,-2.209586,53.415495
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Female,Criminal Justice Act 1988 (section 139B),NA,2019-01-28T11:47:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.510382,-2.212060,730925,On or near Beeston Street,-2.21206,53.510382
18-24,Khat or Cannabis warning,TRUE,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-01-28T13:15:00+00:00,FALSE,TRUE,Asian,Person search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.478199,-2.247338,726061,On or near Marron Place,-2.247338,53.478199
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-01-28T15:56:00+00:00,FALSE,TRUE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.478672,-2.240093,725913,On or near Parking Area,-2.240093,53.478672
18-24,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-01-28T16:21:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.487048,-2.277862,726449,On or near Statham Street,-2.277862,53.487048
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-01-28T16:34:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.487048,-2.277862,726449,On or near Statham Street,-2.277862,53.487048
18-24,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-01-28T20:25:00+00:00,FALSE,FALSE,Other,Person and Vehicle search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.464807,-2.255379,723157,On or near Sadler Court,-2.255379,53.464807
18-24,Caution (simple or conditional),TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-01-28T22:29:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-caution,Caution (simple or conditional),53.493438,-2.104582,729515,On or near Coniston Grove,-2.104582,53.493438
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-01-29T18:55:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-no-further-action,A no further action disposal,53.556787,-2.237411,710375,On or near Simon Lane,-2.237411,53.556787
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-01-30T02:35:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.542617,-2.119974,740548,On or near Further/Higher Educational Building,-2.119974,53.542617
